id_imagen,id_propiedad,nombre_archivo,formato,resolucion_megapixeles,resolucion_pixeles,tamano_kb,zona,anillo_vial,tipo_propiedad,label_ambiente,label_estado_conservacion,label_estado_numerico,camara,condicion_iluminacion,angulo_toma,fecha_captura,hora_captura,nitidez_score,brillo_score,contraste_score,tiene_marca_agua,tiene_personas_visibles,grietas_visibles,humedad_visible,pintura_deteriorada,instalaciones_expuestas,detalle_ambiente,split,peso_clase_ambiente,apto_entrenamiento
IMG-003488,SC-01827,SC-01827_Garaje_003488.jpeg,JPEG,8.4,1920x1080,4865,Casco Viejo,1,Departamento,Garaje,En construcción,4,Smartphone gama media,Natural abundante,Contrapicado,2024-04-22,18:30,87.0,82.3,34.0,0,0,1,0,0,1,,train,0.0017,1
IMG-003489,SC-02744,SC-02744_Escalera_003489.jpeg,JPEG,49.3,3840x2160,9813,Sur (Doble Vía La Guardia),4,Casa,Escalera,Bueno,1,Smartphone gama alta,Natural escasa,Picado,2022-12-17,10:59,28.8,87.8,26.0,0,0,0,0,0,0,,test,0.0033,0
IMG-003490,SC-01041,SC-01041_Fachada_exterior_003490.jpeg,JPEG,108.2,1920x1080,13243,Equipetrol Sur,3,Terreno,Fachada exterior,Malo,3,Smartphone gama alta,Artificial fría,Detalle,2022-07-09,15:14,85.6,76.5,57.2,0,0,1,1,0,0,color:Blanco,test,0.0008,1
IMG-003491,SC-00725,SC-00725_Baño_003491.jpeg,JPEG,8.0,4000x3000,2257,Plan 3000,4,Terreno,Baño,Excelente,0,Smartphone gama alta,Artificial cálida,Contrapicado,2022-11-09,16:58,53.6,63.6,80.1,0,0,0,0,0,0,,train,0.001,1
IMG-003492,SC-02778,SC-02778_Cocina_003492.heic,HEIC,64.8,3840x2160,18663,Warnes,6,Departamento,Cocina,Bueno,1,Smartphone gama media,Natural escasa,Contrapicado,2023-08-02,17:12,68.3,80.6,52.9,0,0,0,0,0,0,,test,0.0008,1
IMG-003493,SC-01516,SC-01516_Piscina_Área_social_003493.jpeg,JPEG,13.9,1920x1080,3472,Warnes,6,Departamento,Piscina/Área social,Bueno,1,Cámara mirrorless,Natural moderada,Angular,2024-02-03,07:50,72.5,86.7,56.3,1,0,0,0,1,0,area_social:si,train,0.0033,0
IMG-003494,SC-01389,SC-01389_Dormitorio_003494.jpeg,JPEG,12.1,3840x2160,10516,Av. Cristo Redentor,3,Casa,Dormitorio,Bueno,1,Smartphone gama media,Artificial fría,Angular,2023-02-23,10:47,93.8,34.9,25.8,0,0,0,0,0,0,,train,0.0006,1
IMG-003495,SC-00907,SC-00907_Escalera_003495.jpeg,JPEG,17.1,4000x3000,3658,El Trompillo,2,Departamento,Escalera,Regular,2,Cámara DSLR,Natural moderada,Detalle,2023-01-31,09:27,91.2,85.9,48.5,0,0,1,0,1,0,,train,0.0033,1
IMG-003496,SC-00791,SC-00791_Fachada_exterior_003496.png,PNG,64.7,1920x1080,21103,Equipetrol Sur,3,Terreno,Fachada exterior,Malo,3,Smartphone gama alta,Artificial cálida,Detalle,2023-02-23,07:26,55.7,46.3,87.9,0,0,0,1,0,1,color:Azul,train,0.0008,1
IMG-003497,SC-01801,SC-01801_Baño_003497.png,PNG,17.5,3840x2160,7493,Equipetrol Norte,3,Departamento,Baño,Regular,2,Smartphone gama media,Natural escasa,Angular,2022-12-09,08:17,58.9,68.1,42.8,0,0,0,1,1,0,,train,0.001,1
IMG-003498,SC-01835,SC-01835_Fachada_exterior_003498.jpeg,JPEG,13.3,1280x720,625,Beni (zona norte),3,Departamento,Fachada exterior,Regular,2,Smartphone gama alta,Artificial cálida,Contrapicado,2023-05-22,17:21,80.1,63.8,50.4,0,0,0,1,0,0,color:Beige,test,0.0008,1
IMG-003499,SC-00253,SC-00253_Fachada_exterior_003499.png,PNG,51.4,1920x1080,7303,Barrio Sirari,3,Terreno,Fachada exterior,Regular,2,Smartphone gama media,Natural escasa,Frontal,2022-09-11,07:01,75.8,38.0,59.2,0,1,0,0,1,0,color:Verde,test,0.0008,1
IMG-003500,SC-02058,SC-02058_Dormitorio_003500.heic,HEIC,48.5,1280x720,9917,Palermo,3,Departamento,Dormitorio,En construcción,4,Drone,Natural escasa,Angular,2022-05-12,14:43,83.4,83.1,24.5,0,0,1,1,0,1,,train,0.0006,1
IMG-003501,SC-00152,SC-00152_Dormitorio_003501.jpeg,JPEG,51.9,2560x1440,1594,Villa 1ro de Mayo,4,Terreno,Dormitorio,Regular,2,Cámara DSLR,Natural escasa,Picado,2024-04-27,16:10,91.8,91.9,86.8,0,0,1,1,0,0,,train,0.0006,1
IMG-003502,SC-02050,SC-02050_Baño_003502.jpeg,JPEG,51.0,1920x1080,2855,Equipetrol Sur,3,Terreno,Baño,Regular,2,Smartphone gama alta,Natural moderada,Angular,2022-08-18,18:11,80.1,81.4,72.8,0,0,0,1,1,0,,val,0.001,1
IMG-003503,SC-02880,SC-02880_Sala_003503.heic,HEIC,51.3,4000x3000,6277,Warnes,6,Casa,Sala,Bueno,1,Smartphone gama alta,Mixta,Frontal,2024-03-02,14:06,80.8,46.6,56.7,0,0,0,0,0,0,estilo:Clásico,train,0.0007,1
IMG-003504,SC-02288,SC-02288_Baño_003504.heic,HEIC,66.0,1920x1080,1671,Las Palmas,2,Terreno,Baño,Excelente,0,Smartphone gama alta,Artificial cálida,Picado,2022-08-18,12:43,92.2,80.4,38.3,0,0,0,0,0,0,,train,0.001,1
IMG-003505,SC-01532,SC-01532_Sala_003505.jpeg,JPEG,17.0,3840x2160,17021,Norte (Radial 26),4,Casa,Sala,Excelente,0,Smartphone gama alta,Artificial fría,Frontal,2022-05-23,15:34,73.7,98.6,35.9,1,1,0,0,0,0,estilo:Moderno,train,0.0007,0
IMG-003506,SC-00155,SC-00155_Cocina_003506.jpeg,JPEG,49.4,2560x1440,2842,Beni (zona norte),3,Departamento,Cocina,Excelente,0,Smartphone gama alta,Natural abundante,Panorámica,2024-05-04,16:05,82.4,93.8,82.7,0,0,0,0,0,0,,train,0.0008,1
IMG-003507,SC-01136,SC-01136_Sala_003507.jpeg,JPEG,9.0,3840x2160,5561,Norte (Radial 26),4,Casa,Sala,Regular,2,Drone,Artificial cálida,Detalle,2024-03-19,13:02,94.3,87.4,78.9,1,0,0,1,1,0,estilo:Minimalista,test,0.0007,0
IMG-003508,SC-02100,SC-02100_Comedor_003508.jpeg,JPEG,50.8,2560x1440,1888,Barrio Sirari,3,Terreno,Comedor,Regular,2,Cámara DSLR,Natural moderada,Contrapicado,2022-07-11,13:38,68.9,71.1,58.7,0,0,1,0,1,0,,train,0.0017,1
IMG-003509,SC-02371,SC-02371_Fachada_exterior_003509.heic,HEIC,49.7,1920x1080,1767,Urbarí,2,Casa,Fachada exterior,Bueno,1,Cámara mirrorless,Natural abundante,Angular,2023-10-23,12:25,62.0,85.8,26.0,0,0,0,0,1,0,color:Azul,train,0.0008,1
IMG-003510,SC-00983,SC-00983_Estudio_Oficina_003510.webp,WEBP,65.7,1920x1080,4837,Av. Paurito,5,Departamento,Estudio/Oficina,Regular,2,Drone,Natural escasa,Detalle,2022-04-07,17:59,59.6,94.8,80.1,1,0,0,1,0,0,,train,0.0025,0
IMG-003511,SC-00748,SC-00748_Sala_003511.webp,WEBP,51.8,3840x2160,16640,Norte (Radial 26),4,Casa,Sala,Regular,2,Smartphone gama alta,Natural escasa,Contrapicado,2024-02-17,07:09,81.2,53.7,75.5,0,0,0,0,0,0,estilo:Rústico,train,0.0007,1
IMG-003512,SC-02607,SC-02607_Comedor_003512.heic,HEIC,64.8,1920x1080,1174,Norte (Radial 26),4,Oficina,Comedor,Regular,2,Cámara DSLR,Natural abundante,Picado,2023-04-15,12:46,80.7,52.7,68.9,0,1,0,0,1,0,,test,0.0017,1
IMG-003513,SC-02484,SC-02484_Fachada_exterior_003513.jpeg,JPEG,109.1,2560x1440,6850,Palermo,3,Casa,Fachada exterior,En construcción,4,Smartphone gama alta,Natural escasa,Contrapicado,2022-11-22,16:20,76.2,77.7,70.4,0,0,0,0,0,1,color:Ocre,train,0.0008,1
IMG-003514,SC-00743,SC-00743_Fachada_exterior_003514.jpeg,JPEG,51.7,1920x1080,6740,Las Palmas,2,Oficina,Fachada exterior,Bueno,1,Cámara mirrorless,Artificial fría,Contrapicado,2024-03-05,09:09,89.6,73.6,53.7,0,0,0,0,1,0,color:Verde,train,0.0008,1
IMG-003515,SC-02183,SC-02183_Sala_003515.heic,HEIC,12.3,3840x2160,3020,Villa 1ro de Mayo,4,Terreno,Sala,Regular,2,Smartphone gama media,Artificial fría,Frontal,2024-03-30,09:22,79.5,47.8,49.7,0,0,1,0,1,0,estilo:Clásico,val,0.0007,1
IMG-003516,SC-00538,SC-00538_Piscina_Área_social_003516.jpeg,JPEG,16.6,1920x1080,4159,Av. Cristo Redentor,3,Casa,Piscina/Área social,Bueno,1,Smartphone gama alta,Natural escasa,Angular,2023-03-18,07:40,87.9,78.8,31.7,0,0,0,0,1,0,area_social:si,train,0.0033,1
IMG-003517,SC-00860,SC-00860_Dormitorio_003517.jpeg,JPEG,48.7,2560x1440,2770,Av. Cristo Redentor,3,Casa,Dormitorio,Regular,2,Cámara DSLR,Natural moderada,Picado,2022-07-03,07:22,61.1,90.8,47.5,0,0,1,1,0,0,,train,0.0006,1
IMG-003518,SC-00667,SC-00667_Baño_003518.jpeg,JPEG,48.9,3840x2160,2040,Barrio Sirari,3,Departamento,Baño,Bueno,1,Smartphone gama alta,Artificial cálida,Contrapicado,2024-02-02,18:56,98.8,59.6,44.7,0,0,0,0,0,0,,train,0.001,1
IMG-003519,SC-00206,SC-00206_Piscina_Área_social_003519.jpeg,JPEG,65.6,1920x1080,6311,Equipetrol Sur,3,Casa,Piscina/Área social,Excelente,0,Drone,Artificial fría,Contrapicado,2022-08-12,18:38,87.2,69.8,56.4,0,0,0,0,0,0,area_social:si,val,0.0033,1
IMG-003520,SC-01008,SC-01008_Jardín_Patio_003520.heic,HEIC,50.7,1920x1080,1238,Equipetrol Norte,3,Casa,Jardín/Patio,Bueno,1,Smartphone gama media,Natural moderada,Picado,2023-06-13,08:01,82.6,78.5,70.2,0,0,0,0,0,0,,val,0.0011,1
IMG-003521,SC-01618,SC-01618_Dormitorio_003521.jpeg,JPEG,49.0,3840x2160,6219,Equipetrol Norte,3,Casa,Dormitorio,Malo,3,Smartphone gama alta,Natural moderada,Frontal,2024-05-19,19:09,93.5,85.2,46.3,1,0,0,1,1,0,,test,0.0006,0
IMG-003522,SC-01825,SC-01825_Sala_003522.jpeg,JPEG,9.1,1920x1080,17611,Av. Cristo Redentor,3,Local Comercial,Sala,Bueno,1,Smartphone gama alta,Artificial fría,Detalle,2022-05-07,18:55,87.7,63.3,91.5,0,0,0,0,0,0,estilo:Clásico,train,0.0007,1
IMG-003523,SC-01997,SC-01997_Garaje_003523.png,PNG,64.2,1280x720,6535,Plan 3000,4,Departamento,Garaje,Bueno,1,Smartphone gama media,Natural moderada,Frontal,2023-01-14,18:45,77.4,56.8,61.9,0,0,0,0,0,0,,train,0.0017,1
IMG-003524,SC-02321,SC-02321_Jardín_Patio_003524.heic,HEIC,65.2,1920x1080,11631,El Trompillo,2,Terreno,Jardín/Patio,Bueno,1,Smartphone gama alta,Artificial cálida,Contrapicado,2022-04-21,09:03,60.2,58.1,48.1,0,1,0,0,0,0,,val,0.0011,1
IMG-003525,SC-00553,SC-00553_Comedor_003525.webp,WEBP,49.6,1280x720,7380,Casco Viejo,1,Departamento,Comedor,Bueno,1,Smartphone gama alta,Natural abundante,Picado,2023-09-18,18:00,87.1,80.2,39.1,0,0,0,0,1,0,,train,0.0017,1
IMG-003526,SC-01077,SC-01077_Fachada_exterior_003526.jpeg,JPEG,49.4,3840x2160,1616,El Trompillo,2,Departamento,Fachada exterior,Bueno,1,Smartphone gama alta,Natural moderada,Frontal,2024-02-28,13:40,85.0,54.1,58.3,0,0,0,0,0,0,color:Beige,val,0.0008,1
IMG-003527,SC-00728,SC-00728_Cocina_003527.heic,HEIC,50.4,2560x1440,3733,Las Palmas,2,Departamento,Cocina,Malo,3,Smartphone gama media,Artificial fría,Panorámica,2022-10-30,13:18,87.7,63.1,42.5,0,0,0,0,1,0,,train,0.0008,1
IMG-003528,SC-02754,SC-02754_Dormitorio_003528.heic,HEIC,9.7,2560x1440,7719,Casco Viejo,1,Local Comercial,Dormitorio,Malo,3,Smartphone gama media,Natural abundante,Picado,2023-02-28,07:26,77.5,83.9,77.9,0,0,1,1,0,1,,test,0.0006,1
IMG-003529,SC-01604,SC-01604_Comedor_003529.jpeg,JPEG,49.2,1920x1080,7050,Av. Banzer (norte),4,Terreno,Comedor,Malo,3,Smartphone gama media,Natural escasa,Angular,2023-04-15,07:34,93.4,89.9,66.1,0,1,0,0,1,0,,val,0.0017,1
IMG-003530,SC-01463,SC-01463_Jardín_Patio_003530.heic,HEIC,48.5,2560x1440,6279,Av. Cristo Redentor,3,Local Comercial,Jardín/Patio,Bueno,1,Smartphone básico,Natural abundante,Detalle,2023-12-30,14:05,90.3,74.2,56.1,1,0,0,0,0,0,,train,0.0011,0
IMG-003531,SC-00370,SC-00370_Baño_003531.heic,HEIC,64.4,4000x3000,2048,Villa 1ro de Mayo,4,Penthouse,Baño,Bueno,1,Cámara mirrorless,Natural moderada,Contrapicado,2022-05-12,17:38,87.2,52.7,69.2,1,0,0,0,1,0,,train,0.001,0
IMG-003532,SC-02789,SC-02789_Fachada_exterior_003532.heic,HEIC,48.1,4000x3000,13065,Urbarí,2,Departamento,Fachada exterior,Bueno,1,Smartphone gama alta,Natural moderada,Frontal,2022-08-08,13:34,91.8,73.8,45.1,1,0,0,0,0,0,color:Verde,test,0.0008,0
IMG-003533,SC-00003,SC-00003_Fachada_exterior_003533.jpeg,JPEG,12.4,4000x3000,3113,Beni (zona norte),3,Terreno,Fachada exterior,Malo,3,Cámara mirrorless,Artificial fría,Angular,2024-03-13,18:51,80.4,52.7,79.4,0,0,0,0,0,0,color:Blanco,val,0.0008,1
IMG-003534,SC-02042,SC-02042_Fachada_exterior_003534.heic,HEIC,13.7,1920x1080,1729,Las Palmas,2,Departamento,Fachada exterior,Bueno,1,Cámara DSLR,Artificial cálida,Picado,2023-10-12,18:18,84.0,84.1,18.5,0,0,0,0,0,0,color:Verde,train,0.0008,1
IMG-003535,SC-01566,SC-01566_Sala_003535.jpeg,JPEG,51.3,3840x2160,5187,Av. Cristo Redentor,3,Oficina,Sala,Malo,3,Smartphone gama media,Artificial cálida,Angular,2022-10-08,17:10,78.7,88.5,52.5,0,0,0,0,1,0,estilo:Moderno,test,0.0007,1
IMG-003536,SC-00310,SC-00310_Fachada_exterior_003536.png,PNG,49.9,1920x1080,2864,Villa 1ro de Mayo,4,Departamento,Fachada exterior,Bueno,1,Smartphone básico,Artificial cálida,Angular,2024-02-22,07:22,59.7,77.9,84.3,1,0,0,0,1,0,color:Beige,train,0.0008,0
IMG-003537,SC-01742,SC-01742_Fachada_exterior_003537.heic,HEIC,17.8,3840x2160,4372,Palermo,3,Terreno,Fachada exterior,Malo,3,Cámara DSLR,Natural escasa,Detalle,2022-07-23,19:16,89.6,49.8,52.7,0,0,1,0,1,0,color:Ocre,train,0.0008,1
IMG-003538,SC-01290,SC-01290_Escalera_003538.heic,HEIC,64.5,1920x1080,434,Equipetrol Norte,3,Departamento,Escalera,Excelente,0,Cámara mirrorless,Natural escasa,Angular,2022-06-02,11:50,77.8,60.0,51.6,0,1,0,0,0,0,,val,0.0033,1
IMG-003539,SC-01503,SC-01503_Sala_003539.heic,HEIC,109.6,3840x2160,3367,Beni (zona norte),3,Casa,Sala,Regular,2,Cámara DSLR,Natural escasa,Angular,2023-09-14,07:40,84.2,62.3,53.8,0,0,1,1,1,0,estilo:Minimalista,train,0.0007,1
IMG-003540,SC-02009,SC-02009_Terraza_Balcón_003540.jpeg,JPEG,49.8,1920x1080,3250,Av. Paurito,5,Departamento,Terraza/Balcón,Bueno,1,Cámara DSLR,Natural moderada,Detalle,2024-02-27,11:21,73.1,78.6,76.6,0,0,0,0,1,0,,train,0.0025,1
IMG-003541,SC-02238,SC-02238_Fachada_exterior_003541.jpeg,JPEG,12.2,3840x2160,5533,Barrio Sirari,3,Duplex,Fachada exterior,Bueno,1,Smartphone gama media,Natural abundante,Frontal,2023-07-30,09:46,73.7,89.5,77.2,0,0,0,0,0,0,color:Ocre,val,0.0008,1
IMG-003542,SC-00051,SC-00051_Baño_003542.jpeg,JPEG,17.5,4000x3000,1940,Los Pozos,3,Terreno,Baño,Bueno,1,Drone,Natural abundante,Frontal,2023-02-02,11:15,77.2,92.8,58.2,0,0,0,0,0,0,,train,0.001,1
IMG-003543,SC-02419,SC-02419_Fachada_exterior_003543.jpeg,JPEG,12.7,1280x720,7597,Hamacas,2,Departamento,Fachada exterior,Excelente,0,Smartphone gama media,Mixta,Contrapicado,2022-03-01,11:50,95.1,80.0,50.4,0,0,0,0,0,0,color:Azul,train,0.0008,1
IMG-003544,SC-01821,SC-01821_Escalera_003544.jpeg,JPEG,65.3,1920x1080,3255,Norte (Radial 26),4,Local Comercial,Escalera,Excelente,0,Cámara DSLR,Artificial cálida,Frontal,2022-11-19,17:25,66.6,92.9,83.1,0,0,0,0,0,0,,train,0.0033,1
IMG-003545,SC-01337,SC-01337_Escalera_003545.jpeg,JPEG,49.1,2560x1440,9206,Villa 1ro de Mayo,4,Local Comercial,Escalera,Regular,2,Smartphone básico,Natural abundante,Picado,2023-03-03,16:26,96.0,68.8,64.3,0,0,0,1,0,0,,train,0.0033,1
IMG-003546,SC-01484,SC-01484_Estudio_Oficina_003546.jpeg,JPEG,49.1,3840x2160,2984,Warnes,6,Oficina,Estudio/Oficina,Regular,2,Cámara mirrorless,Natural moderada,Frontal,2022-12-10,16:24,76.9,44.1,62.2,0,0,1,0,1,0,,train,0.0025,1
IMG-003547,SC-02387,SC-02387_Piscina_Área_social_003547.jpeg,JPEG,48.4,1920x1080,7368,Hamacas,2,Casa,Piscina/Área social,Bueno,1,Smartphone gama alta,Artificial fría,Picado,2022-04-15,07:51,64.3,73.6,77.1,1,0,0,0,0,0,area_social:si,train,0.0033,0
IMG-003548,SC-01655,SC-01655_Cocina_003548.heic,HEIC,65.4,1280x720,1127,Av. Paurito,5,Casa,Cocina,Bueno,1,Drone,Natural moderada,Picado,2023-10-08,12:02,92.2,62.8,57.3,0,0,0,0,0,0,,test,0.0008,1
IMG-003549,SC-02766,SC-02766_Dormitorio_003549.heic,HEIC,16.9,1920x1080,1168,Plan 3000,4,Departamento,Dormitorio,Regular,2,Smartphone gama alta,Natural abundante,Contrapicado,2023-08-12,11:24,81.0,63.1,72.8,1,0,1,1,1,0,,train,0.0006,0
IMG-003550,SC-00838,SC-00838_Fachada_exterior_003550.jpeg,JPEG,9.4,1920x1080,1733,Equipetrol Sur,3,Terreno,Fachada exterior,Bueno,1,Smartphone gama media,Natural moderada,Angular,2022-07-05,09:26,91.3,72.0,56.1,1,0,0,0,0,0,color:Beige,train,0.0008,0
IMG-003551,SC-02346,SC-02346_Dormitorio_003551.png,PNG,48.3,1920x1080,7320,Los Pozos,3,Departamento,Dormitorio,Bueno,1,Smartphone básico,Artificial cálida,Panorámica,2022-01-17,10:16,77.2,77.1,53.3,0,0,0,0,1,0,,train,0.0006,1
IMG-003552,SC-02406,SC-02406_Dormitorio_003552.jpeg,JPEG,64.9,3840x2160,5789,Palermo,3,Casa,Dormitorio,Bueno,1,Smartphone gama alta,Natural escasa,Contrapicado,2024-01-02,13:30,82.1,61.2,61.7,0,0,0,0,0,0,,test,0.0006,1
IMG-003553,SC-01881,SC-01881_Fachada_exterior_003553.webp,WEBP,12.5,1920x1080,3090,Beni (zona norte),3,Local Comercial,Fachada exterior,Bueno,1,Cámara mirrorless,Artificial cálida,Angular,2024-06-05,16:39,85.8,90.1,42.6,0,0,0,0,1,0,color:Ocre,test,0.0008,1
IMG-003554,SC-00992,SC-00992_Terraza_Balcón_003554.jpeg,JPEG,51.0,3840x2160,2715,Los Pozos,3,Departamento,Terraza/Balcón,Excelente,0,Smartphone gama alta,Artificial fría,Frontal,2022-07-30,07:08,89.5,87.7,53.6,0,0,0,0,0,0,,test,0.0025,1
IMG-003555,SC-01532,SC-01532_Fachada_exterior_003555.jpeg,JPEG,50.9,1920x1080,1104,Equipetrol Norte,3,Departamento,Fachada exterior,Malo,3,Cámara DSLR,Natural abundante,Panorámica,2023-03-02,10:18,89.2,88.6,68.4,0,0,1,0,0,0,color:Gris,train,0.0008,1
IMG-003556,SC-02805,SC-02805_Terraza_Balcón_003556.webp,WEBP,49.0,4000x3000,10212,Equipetrol Norte,3,Local Comercial,Terraza/Balcón,Regular,2,Drone,Natural abundante,Panorámica,2024-05-09,17:43,91.1,88.5,85.1,0,0,1,0,1,0,,train,0.0025,1
IMG-003557,SC-02262,SC-02262_Baño_003557.jpeg,JPEG,49.2,2560x1440,5457,Plan 3000,4,Departamento,Baño,Regular,2,Smartphone básico,Natural abundante,Frontal,2023-10-30,15:33,87.4,91.7,73.5,0,0,1,1,1,0,,train,0.001,1
IMG-003558,SC-01921,SC-01921_Cocina_003558.heic,HEIC,49.4,3840x2160,1684,Beni (zona norte),3,Local Comercial,Cocina,Bueno,1,Cámara DSLR,Natural moderada,Frontal,2023-06-28,12:27,77.8,71.0,14.3,0,0,0,0,0,0,,train,0.0008,1
IMG-003559,SC-02290,SC-02290_Baño_003559.heic,HEIC,16.1,4000x3000,3273,Palermo,3,Casa,Baño,Regular,2,Drone,Artificial cálida,Picado,2024-03-03,16:30,78.9,51.3,91.3,0,0,1,0,0,0,,test,0.001,1
IMG-003560,SC-02636,SC-02636_Cocina_003560.jpeg,JPEG,64.3,3840x2160,4219,Hamacas,2,Departamento,Cocina,Regular,2,Smartphone básico,Natural abundante,Picado,2024-05-05,11:42,73.5,58.2,67.1,1,0,1,1,1,0,,test,0.0008,0
IMG-003561,SC-01590,SC-01590_Terraza_Balcón_003561.jpeg,JPEG,48.2,3840x2160,2697,Barrio Sirari,3,Departamento,Terraza/Balcón,Bueno,1,Drone,Natural moderada,Panorámica,2022-02-04,15:04,65.6,82.9,44.8,0,0,0,0,0,0,,val,0.0025,1
IMG-003562,SC-00957,SC-00957_Dormitorio_003562.jpeg,JPEG,16.1,3840x2160,1113,Equipetrol Sur,3,Casa,Dormitorio,Regular,2,Smartphone gama media,Artificial cálida,Panorámica,2023-06-03,07:03,79.3,78.5,74.7,0,0,0,0,1,0,,val,0.0006,1
IMG-003563,SC-02900,SC-02900_Escalera_003563.jpeg,JPEG,50.8,2560x1440,8034,Hamacas,2,Departamento,Escalera,Malo,3,Smartphone gama media,Natural moderada,Frontal,2023-04-04,17:48,68.3,74.9,56.6,1,0,0,1,0,0,,train,0.0033,0
IMG-003564,SC-02358,SC-02358_Cocina_003564.jpeg,JPEG,49.7,3840x2160,6965,Las Palmas,2,Departamento,Cocina,Bueno,1,Smartphone gama alta,Natural escasa,Panorámica,2023-11-12,19:13,81.8,79.1,69.1,1,1,0,0,0,0,,test,0.0008,0
IMG-003565,SC-00702,SC-00702_Sala_003565.jpeg,JPEG,49.1,2560x1440,5498,Warnes,6,Departamento,Sala,Malo,3,Smartphone gama media,Natural moderada,Frontal,2023-11-25,09:55,93.8,66.5,52.7,0,0,1,0,0,1,estilo:Clásico,train,0.0007,1
IMG-003566,SC-01646,SC-01646_Cocina_003566.jpeg,JPEG,13.6,2560x1440,24215,Cotoca (periurbano),6,Terreno,Cocina,Malo,3,Smartphone gama media,Natural abundante,Contrapicado,2023-02-23,16:49,68.3,98.4,75.3,1,0,0,1,0,1,,val,0.0008,0
IMG-003567,SC-02003,SC-02003_Sala_003567.png,PNG,48.4,1280x720,11183,Barrio Sirari,3,Departamento,Sala,Bueno,1,Smartphone gama media,Mixta,Detalle,2023-08-30,16:42,94.4,79.3,57.5,1,0,0,0,0,0,estilo:Minimalista,train,0.0007,0
IMG-003568,SC-01262,SC-01262_Fachada_exterior_003568.heic,HEIC,65.2,4000x3000,4637,Equipetrol Norte,3,Departamento,Fachada exterior,Regular,2,Smartphone gama media,Natural abundante,Picado,2022-09-18,12:50,68.8,72.0,65.6,0,0,0,1,0,0,color:Beige,test,0.0008,1
IMG-003569,SC-02653,SC-02653_Dormitorio_003569.heic,HEIC,65.8,4000x3000,6546,Plan 3000,4,Departamento,Dormitorio,Regular,2,Smartphone gama media,Natural moderada,Panorámica,2022-06-19,14:37,96.0,74.2,41.4,0,0,0,1,1,0,,train,0.0006,1
IMG-003570,SC-02435,SC-02435_Jardín_Patio_003570.jpeg,JPEG,49.5,4000x3000,14502,Cotoca (periurbano),6,Oficina,Jardín/Patio,Bueno,1,Smartphone gama alta,Natural abundante,Panorámica,2022-10-26,18:45,94.9,48.8,42.4,0,0,0,0,1,0,,val,0.0011,1
IMG-003571,SC-01880,SC-01880_Jardín_Patio_003571.jpeg,JPEG,64.8,1920x1080,9398,Av. Paurito,5,Casa,Jardín/Patio,Excelente,0,Smartphone gama alta,Natural escasa,Angular,2023-05-11,14:00,99.8,93.0,67.5,1,0,0,0,0,0,,train,0.0011,0
IMG-003572,SC-01137,SC-01137_Escalera_003572.jpeg,JPEG,49.5,2560x1440,8351,Warnes,6,Casa,Escalera,Malo,3,Cámara DSLR,Mixta,Frontal,2024-03-16,14:21,75.1,87.4,49.3,0,0,0,1,0,0,,test,0.0033,1
IMG-003573,SC-00168,SC-00168_Piscina_Área_social_003573.jpeg,JPEG,64.5,1280x720,10667,Barrio Sirari,3,Departamento,Piscina/Área social,Bueno,1,Smartphone gama alta,Natural moderada,Picado,2023-02-04,18:42,92.4,74.3,79.9,0,0,0,0,0,0,area_social:si,train,0.0033,1
IMG-003574,SC-00591,SC-00591_Dormitorio_003574.heic,HEIC,65.0,1280x720,5680,Sur (Doble Vía La Guardia),4,Casa,Dormitorio,Excelente,0,Smartphone gama alta,Natural abundante,Contrapicado,2022-06-16,07:25,89.8,69.1,85.2,0,0,0,0,0,0,,val,0.0006,1
IMG-003575,SC-00786,SC-00786_Dormitorio_003575.heic,HEIC,65.6,1920x1080,2637,Las Palmas,2,Departamento,Dormitorio,Malo,3,Smartphone gama media,Natural escasa,Angular,2022-12-25,19:58,91.0,74.4,54.7,1,0,0,1,0,1,,train,0.0006,0
IMG-003576,SC-02913,SC-02913_Piscina_Área_social_003576.png,PNG,12.1,4000x3000,9500,Equipetrol Norte,3,Casa,Piscina/Área social,Bueno,1,Cámara mirrorless,Artificial cálida,Picado,2022-05-07,10:45,85.1,94.7,30.9,0,1,0,0,1,0,area_social:si,train,0.0033,1
IMG-003577,SC-02222,SC-02222_Garaje_003577.webp,WEBP,50.7,4000x3000,4824,Warnes,6,Casa,Garaje,Regular,2,Smartphone gama alta,Natural abundante,Frontal,2022-05-21,14:59,90.8,79.6,62.7,0,0,0,0,0,0,,train,0.0017,1
IMG-003578,SC-01590,SC-01590_Comedor_003578.heic,HEIC,50.2,1280x720,3687,Warnes,6,Departamento,Comedor,Bueno,1,Smartphone gama media,Natural moderada,Detalle,2022-07-28,16:18,61.0,86.5,46.7,0,0,0,0,0,0,,test,0.0017,1
IMG-003579,SC-01592,SC-01592_Dormitorio_003579.webp,WEBP,109.1,1920x1080,3593,Casco Viejo,1,Departamento,Dormitorio,Regular,2,Smartphone gama alta,Natural escasa,Detalle,2024-01-13,08:09,97.6,71.3,52.6,0,0,0,0,1,0,,train,0.0006,1
IMG-003580,SC-02717,SC-02717_Fachada_exterior_003580.png,PNG,65.1,3840x2160,9540,Urbarí,2,Departamento,Fachada exterior,Excelente,0,Smartphone gama alta,Artificial fría,Detalle,2024-01-27,11:18,63.2,93.5,86.0,0,0,0,0,0,0,color:Beige,train,0.0008,1
